Resultados de la consulta
Document ID	amount	createdAt	date	id	installments	notes	paymentMethod	paymentType	projectId	projectNumber
2a0018b8-eaed-4f11-b9d0-c0fc65c85dac	3645299	25 de marzo de 2025, 11:24:40 a.m. UTC-3	13 de marzo de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"9659a9e4-cde0-4de7-84dd-d9e1ab954156"	
2acc49b6-b751-4822-8052-573c25045c53	1784860	16 de mayo de 2025, 12:34:09 p.m. UTC-4	13 de mayo de 2025, 8:00:00 p.m. UTC-4		0		"transferencia"	"proyecto"	"6d6301e5-98b4-4601-a501-ed77ab62c4dc"	
3075c1d2-7e7c-48f7-8c7c-538f84d9d3df	1147650	26 de febrero de 2025, 11:02:53 a.m. UTC-3	23 de febrero de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"73ba6745-5cf2-4e91-aba7-f04e3bb23e82"	
3225cf5e-712e-404c-8a8f-a9c5f157bf55	558450	17 de abril de 2025, 3:52:06 p.m. UTC-4	3 de abril de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"4e08e106-b085-409c-9240-d4bc0db78642"	
3463b7e2-5e1e-4538-9a2b-b69428d8e17b	500000	17 de abril de 2025, 12:53:34 p.m. UTC-4	27 de marzo de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"778194e5-7e42-402d-ae2c-4f27c8adb742"	
348fff08-29a8-4d68-a986-4f003c6ba4e6	600000	26 de febrero de 2025, 4:23:48 p.m. UTC-3	25 de febrero de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"6d1bf95b-2589-42d4-89cd-68d52be3d3ca"	
351bc7b1-8519-4fa1-ba35-1bd32f44e939	435000	17 de abril de 2025, 3:38:35 p.m. UTC-4	1 de abril de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"db917e3b-d218-4dba-b801-8b7738d1a535"	
3750d217-94a3-41af-8e1c-8078cc604cb3	856800	20 de febrero de 2025, 2:14:14 p.m. UTC-3	26 de enero de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"92e1353e-55af-43a2-a955-d9873869341b"	
3d64bde1-a599-46a6-98c2-d956be5ddafa	600060	19 de febrero de 2025, 1:57:02 p.m. UTC-3	7 de febrero de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"7d336b7a-02cc-4432-b376-986b6ddd7778"	
402cdb27-d832-4604-81bf-696fbb0e2bd5	545388	30 de abril de 2025, 11:43:45 a.m. UTC-4	31 de marzo de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"6eb86444-cc1f-43b4-901a-874ea48daf2a"	
40b19dfa-1424-4379-954e-1dc06919f9f7	350000	16 de mayo de 2025, 12:33:20 p.m. UTC-4	11 de mayo de 2025, 8:00:00 p.m. UTC-4		0		"transferencia"	"proyecto"	"6d6301e5-98b4-4601-a501-ed77ab62c4dc"	
411d53ee-3132-41ca-bd63-bbad8c17a728	550000	17 de abril de 2025, 12:20:43 p.m. UTC-4	15 de abril de 2025, 8:00:00 p.m. UTC-4		0		"transferencia"	"cliente"	"87eb3b53-32c2-4d3f-a7d1-c3384f662556"	
41e7fad6-8354-41b4-b2a4-2f098b36560b	395080	7 de marzo de 2025, 10:28:23 a.m. UTC-3	26 de febrero de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"57a7f59d-7d73-4fd3-958f-b4513df7b1b7"	
439321ac-2e98-4408-8032-9be853d4dab1	1471680	30 de abril de 2025, 11:45:25 a.m. UTC-4	28 de abril de 2025, 8:00:00 p.m. UTC-4		0		"transferencia"	"proyecto"	"90b22a35-3c9f-49a5-aa00-1deae03278e7"	
457dda14-929d-4991-9f14-a73dfb5ad9ff	214000	17 de abril de 2025, 3:46:03 p.m. UTC-4	1 de abril de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"6a79bbc0-8105-47d6-8878-ff820f52201f"	
487be924-bc16-43ba-a53d-7c6a143363a7	1159990	29 de abril de 2025, 11:11:53 a.m. UTC-4	26 de abril de 2025, 8:00:00 p.m. UTC-4		0		"transferencia"	"proyecto"	"4e318d76-b35f-4f6d-b706-f72f9687f507"	
4894aa5d-f9f5-442a-bdc7-7e70543a7d82	250000	17 de abril de 2025, 12:37:56 p.m. UTC-4	23 de marzo de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"83d6d1f3-bac2-4355-89e3-997f8aabb19b"	
4a6d9732-3c19-4a07-8b7c-d56a4b9cb645	600000	12 de febrero de 2025, 4:09:48 p.m. UTC-3	23 de enero de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"6932cb11-2ad8-4315-9219-34467e56f52e"	
4ab6712a-4210-4adc-8901-f80a4f9ba185	100000	19 de febrero de 2025, 2:00:51 p.m. UTC-3	5 de febrero de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"57a7f59d-7d73-4fd3-958f-b4513df7b1b7"	
4baf3578-5995-431a-863f-769bedec66a2	10	7 de marzo de 2025, 10:17:28 a.m. UTC-3	3 de marzo de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"c003cb0b-b29a-44ed-82a5-bfc811979622"	
4bc5a1b7-cf5b-4e43-9953-db78713b044b	897700	17 de abril de 2025, 4:36:40 p.m. UTC-4	13 de abril de 2025, 8:00:00 p.m. UTC-4		0		"transferencia"	"proyecto"	"db917e3b-d218-4dba-b801-8b7738d1a535"	
4bd4a831-28fd-4bbb-8c11-e28751945028	300000	15 de abril de 2025, 4:41:05 p.m. UTC-4	19 de marzo de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"878004c4-53e2-49ac-8b02-668f44f5993d"	
4d68be73-f0e7-4a4c-a127-3af515ec24e7	650090	19 de febrero de 2025, 1:56:09 p.m. UTC-3	29 de noviembre de 2024, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"7d336b7a-02cc-4432-b376-986b6ddd7778"	
4l7PNK4YxwAKK5zH3KpP	350000	30 de junio de 2025, 6:27:19 p.m. UTC-4	28 de mayo de 2025, 12:00:00 p.m. UTC-4				"transferencia"	"proyecto"	"DSDBg3GK23DM3hTX7UAu"	
52025659-ce77-4099-9f9e-3bbd1a863ef5	960000	18 de abril de 2025, 9:27:32 a.m. UTC-4	16 de abril de 2025, 8:00:00 p.m. UTC-4		0		"transferencia"	"cliente"	"6932cb11-2ad8-4315-9219-34467e56f52e"	
54ef4baa-0908-4fbd-97fb-0d49c4279987	461720	17 de abril de 2025, 4:41:17 p.m. UTC-4	13 de abril de 2025, 8:00:00 p.m. UTC-4		0		"transferencia"	"proyecto"	"0d5ddc46-3ab3-4bee-9c29-b3560a2db01f"	
55341909-11d3-44de-be40-839099aef4a8	500000	17 de abril de 2025, 4:40:53 p.m. UTC-4	13 de abril de 2025, 8:00:00 p.m. UTC-4		0		"transferencia"	"proyecto"	"c08442ee-7876-4ff1-bf5d-80502ea6bb4c"	
5V7JNGVANuEXUOa6z61O	238000	2 de julio de 2025, 12:22:14 p.m. UTC-4	13 de junio de 2025, 12:00:00 p.m. UTC-4				"transferencia"	"proyecto"	"4vBlOsRT3Eyh6rJLGKOw"	
5e6e47c5-c6de-49e6-bc4c-d5fadbcdea91	478380	20 de febrero de 2025, 6:48:32 p.m. UTC-3	9 de diciembre de 2024, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"13f7a7fb-1c01-4757-a104-ecb5a50ff1d1"	
636f6cd3-fe59-4b6f-9a86-40d004214cc1	2094400	18 de mayo de 2025, 9:33:01 p.m. UTC-4	14 de mayo de 2025, 8:00:00 p.m. UTC-4		6		"tarjeta de crédito"	"proyecto"	"b9fcc681-fe8c-4dcc-ba6a-34c91edb41a9"	
64d02a46-8908-41c1-9fd9-2ddc633b9a26	1059200	25 de marzo de 2025, 11:26:16 a.m. UTC-3	20 de marzo de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"cliente"	"6e0bae6c-f62f-423f-a48e-4030d6a0e3ea"	
67e5b0d5-82ef-4287-a59c-89a434ab435c	2000000	12 de febrero de 2025, 4:47:44 p.m. UTC-3	25 de diciembre de 2024, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"6e0bae6c-f62f-423f-a48e-4030d6a0e3ea"	
6c9ef248-4b05-4658-9c10-ff27ff1f1920	568080	7 de marzo de 2025, 10:26:27 a.m. UTC-3	5 de marzo de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"6eb86444-cc1f-43b4-901a-874ea48daf2a"	
6e196fba-fb16-4510-969f-8a588686b760	185640	19 de febrero de 2025, 2:07:35 p.m. UTC-3	29 de enero de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"07b6977b-6931-44ba-af7f-3d15073fd13a"	
6e206606-796f-4ca6-b802-506e9f8a5054	372300	30 de abril de 2025, 3:59:29 p.m. UTC-4	29 de abril de 2025, 8:00:00 p.m. UTC-4		0		"transferencia"	"proyecto"	"4e08e106-b085-409c-9240-d4bc0db78642"	
6f790297-07de-4709-86b8-6c68d691ecc4	773380	20 de febrero de 2025, 5:50:12 p.m. UTC-3	16 de febrero de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"8a86e845-58cb-4605-a798-6bc3ecb4014e"	
6f935dd1-d2dd-4465-9a77-c94300361feb	721040	29 de abril de 2025, 10:59:43 a.m. UTC-4	22 de abril de 2025, 8:00:00 p.m. UTC-4		0		"transferencia"	"proyecto"	"2575d574-7f65-4ecd-839b-909c4c885650"	
70c60fec-f6f6-4449-ad1d-5dcd211c80f5	250000	17 de abril de 2025, 12:48:38 p.m. UTC-4	23 de marzo de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"216b4bfa-883f-47e3-b77c-73964c7aa64e"	
724f9d03-6e65-4e84-a797-d74e1fcba79a	123760	17 de abril de 2025, 12:49:47 p.m. UTC-4	26 de marzo de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"07b6977b-6931-44ba-af7f-3d15073fd13a"	
77442b75-8b56-40c5-8530-2bf3f3c2022a	2629900	19 de abril de 2025, 9:41:18 a.m. UTC-4	18 de febrero de 2025, 9:00:00 p.m. UTC-3		6		"tarjeta de crédito"	"proyecto"	"0e1a1713-65ed-4cc0-b370-b9c840af3d8a"	
77b89608-5eec-4ba8-b6ca-39cd5b7ad97d	3407800	19 de febrero de 2025, 1:51:30 p.m. UTC-3	16 de febrero de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"cliente"	"5a98631a-135e-40ad-ac71-96f6b18f4dfb"	
7b812850-de75-4740-874b-d7a5a8559ec2	1000000	17 de abril de 2025, 3:18:17 p.m. UTC-4	27 de marzo de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"ad673b6f-29f4-4922-90ac-6ec5dd0416ef"	
8131fec2-2076-4e7d-ae2d-49c5d0efe73b	800000	14 de febrero de 2025, 5:43:55 p.m. UTC-3	20 de enero de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"7a8565ce-d567-4b3e-9aa9-20822176596f"	
831d9e9a-7d71-428b-a4cd-0f41d4d3d172	547400	23 de abril de 2025, 4:53:19 p.m. UTC-4	20 de abril de 2025, 8:00:00 p.m. UTC-4		6		"tarjeta de crédito"	"proyecto"	"a50ea10f-edaf-4772-acc0-4ef2a2657550"	
83yfaSk7M6LVQ82ClSvH	907660	2 de julio de 2025, 12:20:52 p.m. UTC-4	19 de junio de 2025, 12:00:00 p.m. UTC-4				"transferencia"	"proyecto"	"4e318d76-b35f-4f6d-b706-f72f9687f507"	
8484d12e-88a8-459d-849c-fec2298209ff	492620	19 de febrero de 2025, 2:00:13 p.m. UTC-3	6 de febrero de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"57a7f59d-7d73-4fd3-958f-b4513df7b1b7"	
88108dde-3990-4159-9d79-41c4d5e9855a	400000	17 de febrero de 2025, 1:44:32 p.m. UTC-3	2 de febrero de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"f0c81804-ed1e-4e67-a3fd-e4a3d8048e91"	
8PyIh2a3ZTX1Cq4cXhFX	196350	26 de junio de 2025, 11:44:43 a.m. UTC-4	30 de mayo de 2025, 12:00:00 p.m. UTC-4	"8PyIh2a3ZTX1Cq4cXhFX"	6	""	"tarjeta de crédito"	"proyecto"	"6OPh2Jv5SqtVwhWqruLl"	"17701 - retira fabrica"
8a7099e2-3c7c-4b53-9b4f-0adad50568ed	1000000	17 de febrero de 2025, 1:44:12 p.m. UTC-3	19 de diciembre de 2024, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"a180b6f3-ac99-4293-8f83-a256cfde0604"	
8a7c5b2c-845a-4860-849b-dc2c68e12947	2000000	12 de febrero de 2025, 6:40:19 p.m. UTC-3	12 de noviembre de 2024, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"6e0bae6c-f62f-423f-a48e-4030d6a0e3ea"	
8c5df53d-a04a-46ef-a5c7-78865b9946f9	600000	17 de abril de 2025, 3:56:53 p.m. UTC-4	6 de abril de 2025, 8:00:00 p.m. UTC-4		0		"transferencia"	"proyecto"	"683c51bf-4f69-4be8-a30c-776eb76a1a18"	
8twokG7dYcBkHM5QJ4wX	1050000	1 de julio de 2025, 8:02:41 a.m. UTC-4	1 de junio de 2025, 12:00:00 p.m. UTC-4				"transferencia"	"proyecto"	"c1u7msKw4ETMwLlhbKO9"	
93ed3178-7d4a-48db-a5b1-5fd9cdfbb0df	228380	23 de abril de 2025, 4:42:40 p.m. UTC-4	21 de abril de 2025, 8:00:00 p.m. UTC-4		0		"transferencia"	"proyecto"	"371b8b94-4236-4797-81b5-76d1ab9db5a7"	
94bdcfa2-15f3-4fcd-8435-57fcd74e3c14	350000	17 de abril de 2025, 12:52:45 p.m. UTC-4	26 de marzo de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"778194e5-7e42-402d-ae2c-4f27c8adb742"	
96ZsvRBrxYGJYXwgTzRH	198850	16 de octubre de 2025, 7:59:26 a.m. UTC-3	15 de octubre de 2025, 9:00:00 p.m. UTC-3			"Pago de cliente: Constructora Edifica"	"tarjeta"	"cliente"	"4409ef62-08a2-4cf4-9ad6-c674159ae249"	
9c115559-0d08-4c6a-9dea-c3a41e35154f	1927800	18 de mayo de 2025, 6:38:04 p.m. UTC-4	16 de mayo de 2025, 8:00:00 p.m. UTC-4		0		"transferencia"	"proyecto"	"46ffbc39-50c0-4f39-88ba-3418ed70a969"	
9f03a5b8-6267-4825-b335-f7d05cb15561	684250	26 de febrero de 2025, 11:48:36 a.m. UTC-3	23 de febrero de 2025, 9:00:00 p.m. UTC-3		0		"transferencia"	"proyecto"	"266ddb05-9573-4daa-bbfb-1fbfddd68e45"	
A9Z7VZXPpluGlPVO7VR6	981752	26 de junio de 2025, 11:45:29 a.m. UTC-4	27 de mayo de 2025, 12:00:00 p.m. UTC-4	"A9Z7VZXPpluGlPVO7VR6"	6	""	"tarjeta de crédito"	"proyecto"	"90b22a35-3c9f-49a5-aa00-1deae03278e7"	"17393 - Josué"
CbjcOTOBEfTXNcXv0pPr	2430198	1 de julio de 2025, 8:04:18 a.m. UTC-4	11 de junio de 2025, 12:00:00 p.m. UTC-4				"transferencia"	"proyecto"	"9659a9e4-cde0-4de7-84dd-d9e1ab954156"	
CnkweZ191jztNAIGAsm1	250000	18 de agosto de 2025, 11:16:05 a.m. UTC-4	16 de julio de 2025, 8:00:00 p.m. UTC-4				"transferencia"		"DkDj27lYA8aBevzK9HUx"	
Fn5UfqYm9S4HMjVj06BY	350000	30 de junio de 2025, 6:15:09 p.m. UTC-4	23 de mayo de 2025, 12:00:00 p.m. UTC-4				"transferencia"	"proyecto"	"Xow8zFPGJcdLNy29Q5B3"	
GqRJ49KJCv3Wjk7b4UYd	350000	30 de junio de 2025, 6:32:32 p.m. UTC-4	28 de mayo de 2025, 12:00:00 p.m. UTC-4				"transferencia"	"proyecto"	"4vBlOsRT3Eyh6rJLGKOw"	
Hk2LdSqQSs1l02zZjGuV	471240	2 de julio de 2025, 12:17:48 p.m. UTC-4	25 de junio de 2025, 12:00:00 p.m. UTC-4				"transferencia"	"proyecto"	"SCIRc9mzBFabSdlop3E5"	
KFzyWwwCUBUR53kIJeG1	440000	30 de junio de 2025, 6:21:29 p.m. UTC-4	23 de mayo de 2025, 12:00:00 p.m. UTC-4				"transferencia"	"proyecto"	"4e318d76-b35f-4f6d-b706-f72f9687f507"	
KXYtFJiPy7s4Z5KZxRZF	600000	18 de agosto de 2025, 10:46:04 a.m. UTC-4	8 de julio de 2025, 8:00:00 p.m. UTC-4				"transferencia"		"lKbaoKNVpMNXqfSPTwko"	
OmUbrJKrtXkj3Xa6CpHX	690200	26 de junio de 2025, 11:46:12 a.m. UTC-4	25 de mayo de 2025, 12:00:00 p.m. UTC-4	"OmUbrJKrtXkj3Xa6CpHX"	6	""	"tarjeta de crédito"	"proyecto"	"XDpFPNgxTlgKQFyHWzRO"	"17701"
PffkD2391Hf9iAPAGA2Q	730000	22 de octubre de 2025, 1:05:09 p.m. UTC-3	13 de octubre de 2024, 9:00:00 p.m. UTC-3				"transferencia"		"yFmNgjtdy9Tv6p76l546"	
R9dRTjlXBkYppRGilKqe	427091	30 de junio de 2025, 6:47:13 p.m. UTC-4	29 de mayo de 2025, 12:00:00 p.m. UTC-4				"transferencia"	"proyecto"	"BuaI5JJgGq2yxkJTkYdl"	
RZAwIhymdep0vHh9XAuT	250000	27 de junio de 2025, 1:55:36 p.m. UTC-4	19 de mayo de 2025, 12:00:00 p.m. UTC-4				"transferencia"	"proyecto"	"a8gas2Rty2ZMo6JUp4WJ"	
RnsdvPlB6ii1ohI1VZGb	5801150	16 de octubre de 2025, 7:59:26 a.m. UTC-3	15 de octubre de 2025, 9:00:00 p.m. UTC-3			"Pago de cliente: Constructora Edifica"	"tarjeta"	"cliente"	"5a98631a-135e-40ad-ac71-96f6b18f4dfb"	
ToexOzmKklrFeFnuhAWc	1865920	27 de junio de 2025, 1:57:15 p.m. UTC-4	20 de mayo de 2025, 12:00:00 p.m. UTC-4				"transferencia"	"proyecto"	"878004c4-53e2-49ac-8b02-668f44f5993d"	
Tv0v3Tm07fEk9fJYDfRF	57000	30 de junio de 2025, 6:33:20 p.m. UTC-4	29 de mayo de 2025, 12:00:00 p.m. UTC-4				"transferencia"	"proyecto"	"4vBlOsRT3Eyh6rJLGKOw"	
WeCVdEeJBJEBwy6xGuCN	905060	22 de octubre de 2025, 1:06:10 p.m. UTC-3	5 de noviembre de 2024, 9:00:00 p.m. UTC-3				"transferencia"		"yFmNgjtdy9Tv6p76l546"	
XPAPGf1TLM9sI9ofOnBp	1332800	26 de junio de 2025, 11:55:21 a.m. UTC-4	15 de junio de 2025, 12:00:00 p.m. UTC-4	"XPAPGf1TLM9sI9ofOnBp"	3	""	"tarjeta de crédito"	"proyecto"	"IegLaxrpoL5CeNlFm4Zf"	"17876"
ZdioGme42NZEUQFw18CL	2760655	18 de agosto de 2025, 11:16:36 a.m. UTC-4	20 de julio de 2025, 8:00:00 p.m. UTC-4				"transferencia"		"DkDj27lYA8aBevzK9HUx"	
